,rate
2002-10-08,0.9454
2002-10-09,0.94885
2002-10-10,0.9386
2002-10-11,0.9328
2002-10-12,0.9386
2002-10-13,0.93275
2002-10-14,0.9432
2002-10-15,0.9336
2002-10-16,0.93605
2002-10-17,0.9454549999999999
2002-10-18,0.9492299999999999
2002-10-19,0.94427
2002-10-20,0.9444
2002-10-21,0.9417
2002-10-22,0.94635
2002-10-23,0.94205
2002-10-24,0.93475
2002-10-25,0.93835
2002-10-26,0.95465
2002-10-27,0.953
2002-10-28,0.95945
2002-10-29,0.96465
2002-10-30,0.956
2002-10-31,0.9605
2002-11-01,0.9594
2002-11-02,0.9592
2002-11-03,0.96205
2002-11-04,0.95445
2002-11-05,0.9551
2002-11-06,0.95476
2002-11-07,0.95545
2002-11-08,0.9533299999999999
2002-11-09,0.95624
2002-11-10,0.95845
2002-11-11,0.950735
2002-11-12,0.9452
2002-11-13,0.94763
2002-11-14,0.9334399999999999
2002-11-15,0.936406
2002-11-16,0.94105
2002-11-17,0.9435450000000001
2002-11-18,0.94435
2002-11-19,0.94955
2002-11-20,0.953235
2002-11-21,0.9522
2002-11-22,0.95685
2002-11-23,0.95455
2002-11-24,0.95545
2002-11-25,0.9563940000000001
2002-11-26,0.9569
2002-11-27,0.954335
2002-11-28,0.96265
2002-11-29,0.95965
2002-11-30,0.9634
2002-12-01,0.953111
2002-12-02,0.95285
2002-12-03,0.95886
2002-12-04,0.961535
2002-12-05,0.9677
2002-12-06,0.971865
2002-12-07,0.97795
2002-12-08,0.974255
2002-12-09,0.97385
2002-12-10,0.9727
2002-12-11,0.9747399999999999
2002-12-12,0.9696
2002-12-13,0.9608
2002-12-14,0.9561299999999999
2002-12-15,0.9563
2002-12-16,0.950606
2002-12-17,0.9512
2002-12-18,0.9430649999999999
2002-12-19,0.9415
2002-12-20,0.9317
2002-12-21,0.9312
2002-12-22,0.91495
2002-12-23,0.9108
2002-12-24,0.9068
2002-12-25,0.8868
2002-12-26,0.88235
2002-12-27,0.86245
2002-12-28,0.8719
2002-12-29,0.8696
2002-12-30,0.86795
2002-12-31,0.872345
2003-01-01,0.8724
2003-01-02,0.8737
2003-01-03,0.87855
2003-01-04,0.867484
2003-01-05,0.8654
2003-01-06,0.8534
2003-01-07,0.85535
2003-01-08,0.86175
2003-01-09,0.848986
2003-01-10,0.85
2003-01-11,0.83805
2003-01-12,0.83524
2003-01-13,0.8302
2003-01-14,0.82665
2003-01-15,0.814
2003-01-16,0.811655
2003-01-17,0.807
2003-01-18,0.7958
2003-01-19,0.8233
2003-01-20,0.807
2003-01-21,0.7942
2003-01-22,0.7835
2003-01-23,0.79965
2003-01-24,0.8289
2003-01-25,0.8428549999999999
2003-01-26,0.83335
2003-01-27,0.834
2003-01-28,0.8343
2003-01-29,0.8327
2003-01-30,0.8131649999999999
2003-01-31,0.79157
2003-02-01,0.7938649999999999
2003-02-02,0.776965
2003-02-03,0.7736
2003-02-04,0.713855
2003-02-05,0.72095
2003-02-06,0.66966
2003-02-07,0.700955
2003-02-08,0.6768
2003-02-09,0.6752
2003-02-10,0.70475
2003-02-11,0.68355
2003-02-12,0.6711
2003-02-13,0.69595
2003-02-14,0.69625
2003-02-15,0.6828
2003-02-16,0.61325
2003-02-17,0.612
2003-02-18,0.628235
2003-02-19,0.666565
2003-02-20,0.6723
2003-02-21,0.681612
2003-02-22,0.700505
2003-02-23,0.69296
2003-02-24,0.67165
2003-02-25,0.6789
2003-02-26,0.6844
2003-02-27,0.6765
2003-02-28,0.65595
2003-03-01,0.6435
2003-03-02,0.641
2003-03-03,0.6455
2003-03-04,0.65565
2003-03-05,0.65395
2003-03-06,0.65125
2003-03-07,0.6195350000000001
2003-03-08,0.63577
2003-03-09,0.64685
2003-03-10,0.6472
2003-03-11,0.6481399999999999
2003-03-12,0.658045
2003-03-13,0.65164
2003-03-14,0.64465
2003-03-15,0.64386
2003-03-16,0.6502
2003-03-17,0.6464
2003-03-18,0.646
2003-03-19,0.661555
2003-03-20,0.65996
2003-03-21,0.66135
2003-03-22,0.67125
2003-03-23,0.6634
2003-03-24,0.6678
2003-03-25,0.6729
2003-03-26,0.69625
2003-03-27,0.698155
2003-03-28,0.6832
2003-03-29,0.683635
2003-03-30,0.68105
2003-03-31,0.6831550000000001
2003-04-01,0.68395
2003-04-02,0.6875
2003-04-03,0.69353
2003-04-04,0.69065
2003-04-05,0.6927
2003-04-06,0.7024
2003-04-07,0.71355
2003-04-08,0.71525
2003-04-09,0.722945
2003-04-10,0.71523
2003-04-11,0.7086
2003-04-12,0.69965
2003-04-13,0.68445
2003-04-14,0.66606
2003-04-15,0.66387
2003-04-16,0.6569649999999999
2003-04-17,0.6657
2003-04-18,0.67005
2003-04-19,0.64875
2003-04-20,0.647755
2003-04-21,0.6526
2003-04-22,0.6603319999999999
2003-04-23,0.6619
2003-04-24,0.6608
2003-04-25,0.66766
2003-04-26,0.6537
2003-04-27,0.6366
2003-04-28,0.6314
2003-04-29,0.65035
2003-04-30,0.649245
2003-05-01,0.65505
2003-05-02,0.6755
2003-05-03,0.67845
2003-05-04,0.654103
2003-05-05,0.650714
2003-05-06,0.652
2003-05-07,0.6480819999999999
2003-05-08,0.65127
2003-05-09,0.6386
2003-05-10,0.6356
2003-05-11,0.6456
2003-05-12,0.642
2003-05-13,0.6446
2003-05-14,0.650355
2003-05-15,0.6478
2003-05-16,0.6506
2003-05-17,0.642
2003-05-18,0.62985
2003-05-19,0.6409
2003-05-20,0.65015
2003-05-21,0.6366
2003-05-22,0.64055
2003-05-23,0.6321
2003-05-24,0.6448
2003-05-25,0.6477649999999999
2003-05-26,0.65196
2003-05-27,0.656196
2003-05-28,0.65905
2003-05-29,0.6604
2003-05-30,0.6778
2003-05-31,0.6856
2003-06-01,0.696
2003-06-02,0.7076
2003-06-03,0.6964
2003-06-04,0.7006
2003-06-05,0.70205
2003-06-06,0.68565
2003-06-07,0.6806
2003-06-08,0.6924
2003-06-09,0.693
2003-06-10,0.7165
2003-06-11,0.7174
2003-06-12,0.71265
2003-06-13,0.712655
2003-06-14,0.716306
2003-06-15,0.7198
2003-06-16,0.728371
2003-06-17,0.722773
2003-06-18,0.7284
2003-06-19,0.7236
2003-06-20,0.6963
2003-06-21,0.71237
2003-06-22,0.70527
2003-06-23,0.7195
2003-06-24,0.71144
2003-06-25,0.7067
2003-06-26,0.7254550000000001
2003-06-27,0.7264
2003-06-28,0.73015
2003-06-29,0.73875
2003-06-30,0.7418
2003-07-01,0.75425
2003-07-02,0.7609
2003-07-03,0.76856
2003-07-04,0.7617
2003-07-05,0.7677109999999999
2003-07-06,0.7586
2003-07-07,0.748999
2003-07-08,0.77403
2003-07-09,0.775945
2003-07-10,0.7785
2003-07-11,0.78455
2003-07-12,0.782145
2003-07-13,0.784365
2003-07-14,0.7862
2003-07-15,0.780655
2003-07-16,0.805716
2003-07-17,0.81105
2003-07-18,0.82045
2003-07-19,0.8014
2003-07-20,0.79795
2003-07-21,0.7979
2003-07-22,0.79215
2003-07-23,0.8007
2003-07-24,0.8043
2003-07-25,0.82044
2003-07-26,0.8133
2003-07-27,0.7914
2003-07-28,0.7967350000000001
2003-07-29,0.80356
2003-07-30,0.811013
2003-07-31,0.80053
2003-08-01,0.7842
2003-08-02,0.7945
2003-08-03,0.7974
2003-08-04,0.79755
2003-08-05,0.8054
2003-08-06,0.8064
2003-08-07,0.8066
2003-08-08,0.804122
2003-08-09,0.79896
2003-08-10,0.79345
2003-08-11,0.78975
2003-08-12,0.7751
2003-08-13,0.785238
2003-08-14,0.77915
2003-08-15,0.775104
2003-08-16,0.77853
2003-08-17,0.78115
2003-08-18,0.787165
2003-08-19,0.8013779999999999
2003-08-20,0.802439
2003-08-21,0.8029229999999999
2003-08-22,0.8009930000000001
2003-08-23,0.8032130000000001
2003-08-24,0.813703
2003-08-25,0.810833
2003-08-26,0.818967
2003-08-27,0.81696
2003-08-28,0.818431
2003-08-29,0.8160270000000001
2003-08-30,0.8160270000000001
2003-08-31,0.82176
2003-09-01,0.8245040000000001
2003-09-02,0.814797
2003-09-03,0.8274379999999999
2003-09-04,0.83375
2003-09-05,0.8353520000000001
2003-09-06,0.835317
2003-09-07,0.841184
2003-09-08,0.840619
2003-09-09,0.841008
2003-09-10,0.8385040000000001
2003-09-11,0.8380120000000001
2003-09-12,0.836155
2003-09-13,0.8388209999999999
2003-09-14,0.833576
2003-09-15,0.82991
2003-09-16,0.8338200000000001
2003-09-17,0.841255
2003-09-18,0.8283969999999999
2003-09-19,0.8320850000000001
2003-09-20,0.8320850000000001
2003-09-21,0.8240629999999999
2003-09-22,0.824198
2003-09-23,0.830565
2003-09-24,0.8311860000000001
2003-09-25,0.8331940000000001
2003-09-26,0.834794
2003-09-27,0.834794
2003-09-28,0.8382229999999999
2003-09-29,0.835666
2003-09-30,0.826651
2003-10-01,0.8368200000000001
2003-10-02,0.841468
2003-10-03,0.8419629999999999
2003-10-04,0.8425309999999999
2003-10-05,0.8422120000000001
2003-10-06,0.827575
2003-10-07,0.835981
2003-10-08,0.839772
2003-10-09,0.8517520000000001
2003-10-10,0.8484280000000001
2003-10-11,0.851571
2003-10-12,0.856384
2003-10-13,0.863483
2003-10-14,0.8625149999999999
2003-10-15,0.863931
2003-10-16,0.863894
2003-10-17,0.86285
2003-10-18,0.8625889999999999
2003-10-19,0.859107
2003-10-20,0.863632
2003-10-21,0.873401
2003-10-22,0.8710040000000001
2003-10-23,0.8686209999999999
2003-10-24,0.866964
2003-10-25,0.866964
2003-10-26,0.8632219999999999
2003-10-27,0.872791
2003-10-28,0.875618
2003-10-29,0.8640059999999999
2003-10-30,0.8641549999999999
2003-10-31,0.8658379999999999
2003-11-01,0.8658379999999999
2003-11-02,0.8726
2003-11-03,0.873134
2003-11-04,0.883626
2003-11-05,0.872144
2003-11-06,0.8680559999999999
2003-11-07,0.8656510000000001
2003-11-08,0.8656510000000001
2003-11-09,0.877616
2003-11-10,0.890631
2003-11-11,0.888257
2003-11-12,0.908306
2003-11-13,0.901591
2003-11-14,0.9031790000000001
2003-11-15,0.9031790000000001
2003-11-16,0.9065770000000001
2003-11-17,0.906536
2003-11-18,0.912617
2003-11-19,0.9188219999999999
2003-11-20,0.9160450000000001
2003-11-21,0.9158350000000001
2003-11-22,0.9158350000000001
2003-11-23,0.927214
2003-11-24,0.9204709999999999
2003-11-25,0.929109
2003-11-26,0.92366
2003-11-27,0.925198
2003-11-28,0.921999
2003-11-29,0.921999
2003-11-30,0.9187799999999999
2003-12-01,0.915206
2003-12-02,0.896861
2003-12-03,0.9157930000000001
2003-12-04,0.9014690000000001
2003-12-05,0.900739
2003-12-06,0.900739
2003-12-07,0.908637
2003-12-08,0.8977870000000001
2003-12-09,0.90905
2003-12-10,0.9088430000000001
2003-12-11,0.917726
2003-12-12,0.9182739999999999
2003-12-13,0.9182739999999999
2003-12-14,0.9291950000000001
2003-12-15,0.92829
2003-12-16,0.927472
2003-12-17,0.924599
2003-12-18,0.931272
2003-12-19,0.9336200000000001
2003-12-20,0.9336200000000001
2003-12-21,0.937075
2003-12-22,0.925883
2003-12-23,0.9301459999999999
2003-12-24,0.9162959999999999
2003-12-25,0.915751
2003-12-26,0.915248
2003-12-27,0.915248
2003-12-28,0.9244709999999999
2003-12-29,0.916884
2003-12-30,0.927773
2003-12-31,0.9113690000000001
2004-01-01,0.9085540000000001
2004-01-02,0.9076059999999999
2004-01-03,0.9076059999999999
2004-01-04,0.9137430000000001
2004-01-05,0.9245559999999999
2004-01-06,0.925969
2004-01-07,0.927042
2004-01-08,0.9146620000000001
2004-01-09,0.9148290000000001
2004-01-10,0.9153319999999999
2004-01-11,0.912825
2004-01-12,0.9078120000000001
2004-01-13,0.9074409999999999
2004-01-14,0.9168
2004-01-15,0.91166
2004-01-16,0.910913
2004-01-17,0.910913
2004-01-18,0.9150389999999999
2004-01-19,0.906618
2004-01-20,0.901226
2004-01-21,0.885465
2004-01-22,0.885975
2004-01-23,0.890591
2004-01-24,0.890591
2004-01-25,0.883158
2004-01-26,0.877424
2004-01-27,0.8810180000000001
2004-01-28,0.8825350000000001
2004-01-29,0.884525
2004-01-30,0.884525
2004-01-31,0.884525
2004-02-01,0.8874690000000001
2004-02-02,0.8957360000000001
2004-02-03,0.894374
2004-02-04,0.89815
2004-02-05,0.897948
2004-02-06,0.897948
2004-02-07,0.897948
2004-02-08,0.912575
2004-02-09,0.912242
2004-02-10,0.9192440000000001
2004-02-11,0.916716
2004-02-12,0.9210219999999999
2004-02-13,0.9245129999999999
2004-02-14,0.9245129999999999
2004-02-15,0.9294540000000001
2004-02-16,0.9241290000000001
2004-02-17,0.9210219999999999
2004-02-18,0.9301889999999999
2004-02-19,0.9234040000000001
2004-02-20,0.922892
2004-02-21,0.922509
2004-02-22,0.927042
2004-02-23,0.923105
2004-02-24,0.908265
2004-02-25,0.904977
2004-02-26,0.904977
2004-02-27,0.904486
2004-02-28,0.900739
2004-02-29,0.9039959999999999
2004-03-01,0.9009010000000001
2004-03-02,0.8966200000000001
2004-03-03,0.896459
2004-03-04,0.888336
2004-03-05,0.883783
2004-03-06,0.883783
2004-03-07,0.887705
2004-03-08,0.8840950000000001
2004-03-09,0.881834
2004-03-10,0.8656510000000001
2004-03-11,0.8616229999999999
2004-03-12,0.8616229999999999
2004-03-13,0.8616229999999999
2004-03-14,0.8700190000000001
2004-03-15,0.8770389999999999
2004-03-16,0.8733620000000001
2004-03-17,0.888968
2004-03-18,0.883783
2004-03-19,0.887075
2004-03-20,0.887075
2004-03-21,0.889601
2004-03-22,0.899281
2004-03-23,0.899523
2004-03-24,0.896861
2004-03-25,0.893655
2004-03-26,0.895175
2004-03-27,0.895175
2004-03-28,0.8992
2004-03-29,0.894374
2004-03-30,0.893975
2004-03-31,0.8808239999999999
2004-04-01,0.8957360000000001
2004-04-02,0.8961379999999999
2004-04-03,0.8961379999999999
2004-04-04,0.8999280000000001
2004-04-05,0.9039959999999999
2004-04-06,0.907276
2004-04-07,0.899523
2004-04-08,0.906947
2004-04-09,0.906372
2004-04-10,0.906372
2004-04-11,0.908265
2004-04-12,0.912825
2004-04-13,0.91617
2004-04-14,0.914746
2004-04-15,0.915499
2004-04-16,0.9146620000000001
2004-04-17,0.9149129999999999
2004-04-18,0.9115770000000001
2004-04-19,0.9149129999999999
2004-04-20,0.9229350000000001
2004-04-21,0.9202170000000001
2004-04-22,0.91617
2004-04-23,0.91617
2004-04-24,0.916422
2004-04-25,0.916926
2004-04-26,0.917431
2004-04-27,0.9098350000000001
2004-04-28,0.912825
2004-04-29,0.902201
2004-04-30,0.9017129999999999
2004-05-01,0.9017129999999999
2004-05-02,0.9149129999999999
2004-05-03,0.9187799999999999
2004-05-04,0.9179360000000001
2004-05-05,0.9204709999999999
2004-05-06,0.9187799999999999
2004-05-07,0.919118
2004-05-08,0.919118
2004-05-09,0.9203020000000001
2004-05-10,0.9254120000000001
2004-05-11,0.9291950000000001
2004-05-12,0.9279879999999999
2004-05-13,0.931966
2004-05-14,0.933271
2004-05-15,0.933271
2004-05-16,0.9285049999999999
2004-05-17,0.928333
2004-05-18,0.934579
2004-05-19,0.932575
2004-05-20,0.923958
2004-05-21,0.924984
2004-05-22,0.924984
2004-05-23,0.920048
2004-05-24,0.9301459999999999
2004-05-25,0.9285049999999999
2004-05-26,0.9273
2004-05-27,0.924642
2004-05-28,0.927644
2004-05-29,0.927644
2004-05-30,0.926183
2004-05-31,0.9192020000000001
2004-06-01,0.922765
2004-06-02,0.927816
2004-06-03,0.9266979999999999
2004-06-04,0.930752
2004-06-05,0.930752
2004-06-06,0.92584
2004-06-07,0.9109959999999999
2004-06-08,0.908265
2004-06-09,0.891027
2004-06-10,0.889601
2004-06-11,0.889601
2004-06-12,0.8966200000000001
2004-06-13,0.9003329999999999
2004-06-14,0.900576
2004-06-15,0.892299
2004-06-16,0.899766
2004-06-17,0.886289
2004-06-18,0.885818
2004-06-19,0.888573
2004-06-20,0.8701709999999999
2004-06-21,0.8683569999999999
2004-06-22,0.845881
2004-06-23,0.817461
2004-06-24,0.8280200000000001
2004-06-25,0.832362
2004-06-26,0.8297379999999999
2004-06-27,0.8320850000000001
2004-06-28,0.81367
2004-06-29,0.8321540000000001
2004-06-30,0.8487520000000001
2004-07-01,0.8445229999999999
2004-07-02,0.8470989999999999
2004-07-03,0.8490409999999999
2004-07-04,0.8445229999999999
2004-07-05,0.8411139999999999
2004-07-06,0.8340280000000001
2004-07-07,0.838715
2004-07-08,0.825083
2004-07-09,0.8277459999999999
2004-07-10,0.8277459999999999
2004-07-11,0.817261
2004-07-12,0.82021
2004-07-13,0.831324
2004-07-14,0.848464
2004-07-15,0.847242
2004-07-16,0.850557
2004-07-17,0.8493290000000001
2004-07-18,0.8603629999999999
2004-07-19,0.8625889999999999
2004-07-20,0.865276
2004-07-21,0.8661760000000001
2004-07-22,0.8697159999999999
2004-07-23,0.8700950000000001
2004-07-24,0.8723719999999999
2004-07-25,0.878426
2004-07-26,0.878194
2004-07-27,0.8729049999999999
2004-07-28,0.871308
2004-07-29,0.8737440000000001
2004-07-30,0.8741260000000001
2004-07-31,0.874891
2004-08-01,0.8722200000000001
2004-08-02,0.851136
2004-08-03,0.8467399999999999
2004-08-04,0.8423889999999999
2004-08-05,0.841822
2004-08-06,0.8433129999999999
2004-08-07,0.8433129999999999
2004-08-08,0.838715
2004-08-09,0.849979
2004-08-10,0.8645280000000001
2004-08-11,0.8729049999999999
2004-08-12,0.8754270000000001
2004-08-13,0.8778090000000001
2004-08-14,0.8778090000000001
2004-08-15,0.874661
2004-08-16,0.8798940000000001
2004-08-17,0.8824569999999999
2004-08-18,0.880669
2004-08-19,0.8686590000000001
2004-08-20,0.870398
2004-08-21,0.870398
2004-08-22,0.8688100000000001
2004-08-23,0.8826129999999999
2004-08-24,0.8840950000000001
2004-08-25,0.8929370000000001
2004-08-26,0.894534
2004-08-27,0.893975
2004-08-28,0.89531
2004-08-29,0.9025799999999999
2004-08-30,0.9009010000000001
2004-08-31,0.893655
2004-09-01,0.9009010000000001
2004-09-02,0.903098
2004-09-03,0.9050590000000001
2004-09-04,0.9053049999999999
2004-09-05,0.911328
2004-09-06,0.913826
2004-09-07,0.915248
2004-09-08,0.914328
2004-09-09,0.915667
2004-09-10,0.9163379999999999
2004-09-11,0.9187799999999999
2004-09-12,0.916003
2004-09-13,0.9085129999999999
2004-09-14,0.8992
2004-09-15,0.894534
2004-09-16,0.896379
2004-09-17,0.8930170000000001
2004-09-18,0.8952549999999999
2004-09-19,0.89815
2004-09-20,0.9074409999999999
2004-09-21,0.901226
2004-09-22,0.891742
2004-09-23,0.8907889999999999
2004-09-24,0.894374
2004-09-25,0.887626
2004-09-26,0.890076
2004-09-27,0.884251
2004-09-28,0.8809799999999999
2004-09-29,0.88739
2004-09-30,0.8972629999999999
2004-10-01,0.8990379999999999
2004-10-02,0.897827
2004-10-03,0.8937350000000001
2004-10-04,0.890393
2004-10-05,0.908265
2004-10-06,0.9088430000000001
2004-10-07,0.915919
2004-10-08,0.915667
2004-10-09,0.91659
2004-10-10,0.9170950000000001
2004-10-11,0.913325
2004-10-12,0.917684
2004-10-13,0.923617
2004-10-14,0.925583
2004-10-15,0.9257540000000001
2004-10-16,0.9257540000000001
2004-10-17,0.934492
2004-10-18,0.9433959999999999
2004-10-19,0.9397610000000001
2004-10-20,0.933968
2004-10-21,0.938527
2004-10-22,0.93791
2004-10-23,0.93791
2004-10-24,0.9475979999999999
2004-10-25,0.9469700000000001
2004-10-26,0.953471
2004-10-27,0.9533799999999999
2004-10-28,0.9576709999999999
2004-10-29,0.959233
2004-10-30,0.958313
2004-10-31,0.963298
2004-11-01,0.9680540000000001
2004-11-02,0.969932
2004-11-03,0.964692
2004-11-04,0.9713450000000001
2004-11-05,0.9730469999999999
2004-11-06,0.971817
2004-11-07,0.966464
2004-11-08,0.9688040000000001
2004-11-09,0.976849
2004-11-10,0.980008
2004-11-11,0.984931
2004-11-12,0.986193
2004-11-13,0.986193
2004-11-14,0.984931
2004-11-15,0.984252
2004-11-16,0.9921620000000001
2004-11-17,0.992851
2004-11-18,0.990491
2004-11-19,0.9879469999999999
2004-11-20,0.9879469999999999
2004-11-21,0.9909819999999999
2004-11-22,0.973331
2004-11-23,0.9860959999999999
2004-11-24,0.97924
2004-11-25,0.979432
2004-11-26,0.9828979999999999
2004-11-27,0.9783780000000001
2004-11-28,0.9912770000000001
2004-11-29,0.9852219999999999
2004-11-30,0.9686170000000001
2004-12-01,0.977613
2004-12-02,0.9813540000000001
2004-12-03,0.984058
2004-12-04,0.979816
2004-12-05,0.985707
2004-12-06,0.999001
2004-12-07,0.9963139999999999
2004-12-08,1.013736
2004-12-09,1.015198
2004-12-10,1.015754
2004-12-11,1.015754
2004-12-12,1.012351
2004-12-13,1.012945
2004-12-14,1.002828
2004-12-15,0.996711
2004-12-16,0.990001
2004-12-17,0.984252
2004-12-18,0.984252
2004-12-19,0.990099
2004-12-20,0.974659
2004-12-21,0.981836
2004-12-22,0.988924
2004-12-23,0.98464
2004-12-24,0.985707
2004-12-25,0.9866799999999999
2004-12-26,0.9863879999999999
2004-12-27,0.972384
2004-12-28,0.981836
2004-12-29,0.9809690000000001
2004-12-30,0.963391
2004-12-31,0.963391
2005-01-01,0.9643200000000001
2005-01-02,0.9585889999999999
2005-01-03,0.9599690000000001
2005-01-04,0.976427
2005-01-05,0.977326
2005-01-06,0.9877520000000001
2005-01-07,0.987849
2005-01-08,0.993049
2005-01-09,0.987167
2005-01-10,0.9886309999999999
2005-01-11,0.9779950000000001
2005-01-12,0.9824149999999999
2005-01-13,0.98464
2005-01-14,0.985513
2005-01-15,0.9852219999999999
2005-01-16,0.9939370000000001
2005-01-17,0.999201
2005-01-18,0.99167
2005-01-19,0.9859020000000001
2005-01-20,0.9852219999999999
2005-01-21,0.9852219999999999
2005-01-22,0.988533
2005-01-23,0.993049
2005-01-24,0.997506
2005-01-25,1.0
2005-01-26,1.004752
2005-01-27,1.00445
2005-01-28,1.005541
2005-01-29,1.004894
2005-01-30,1.002205
2005-01-31,1.0111430000000001
2005-02-01,1.015672
2005-02-02,1.012433
2005-02-03,1.023657
2005-02-04,1.023227
2005-02-05,1.023227
2005-02-06,1.01995
2005-02-07,1.005005
2005-02-08,1.0001
2005-02-09,0.9954209999999999
2005-02-10,0.995223
2005-02-11,0.9969100000000001
2005-02-12,0.995818
2005-02-13,0.991867
2005-02-14,0.9877520000000001
2005-02-15,0.993345
2005-02-16,0.9994
2005-02-17,0.9886309999999999
2005-02-18,0.9891200000000001
2005-02-19,0.988533
2005-02-20,0.995025
2005-02-21,0.9979040000000001
2005-02-22,1.002858
2005-02-23,0.986291
2005-02-24,0.9886309999999999
2005-02-25,0.989022
2005-02-26,0.990884
2005-02-27,1.0
2005-02-28,0.989609
2005-03-01,0.994827
2005-03-02,0.9898049999999999
2005-03-03,0.9920629999999999
2005-03-04,0.9920629999999999
2005-03-05,0.995025
2005-03-06,0.997009
2005-03-07,1.012371
2005-03-08,1.0068469999999998
2005-03-09,1.0133969999999999
2005-03-10,1.013767
2005-03-11,1.013644
2005-03-12,1.013644
2005-03-13,1.013849
2005-03-14,1.017439
2005-03-15,1.0098260000000001
2005-03-16,1.0060360000000002
2005-03-17,0.9998
2005-03-18,1.002546
2005-03-19,1.002546
2005-03-20,1.0020040000000001
2005-03-21,0.9987020000000001
2005-03-22,0.9979040000000001
2005-03-23,1.011317
2005-03-24,1.013592
2005-03-25,1.014302
2005-03-26,1.01495
2005-03-27,1.007547
2005-03-28,0.999001
2005-03-29,1.0003
2005-03-30,1.008664
2005-03-31,1.015249
2005-04-01,1.015249
2005-04-02,1.0184540000000002
2005-04-03,1.017128
2005-04-04,1.0165600000000001
2005-04-05,1.016405
2005-04-06,1.013284
2005-04-07,1.011531
2005-04-08,1.014507
2005-04-09,1.011051
2005-04-10,1.011051
2005-04-11,1.010101
2005-04-12,1.010509
2005-04-13,1.001001
2005-04-14,1.014507
2005-04-15,1.007953
2005-04-16,0.990884
2005-04-17,0.9852219999999999
2005-04-18,0.982029
2005-04-19,0.995025
2005-04-20,0.995025
2005-04-21,0.995025
2005-04-22,1.004853
2005-04-23,1.010509
2005-04-24,1.012545
2005-04-25,1.020721
2005-04-26,1.020721
2005-04-27,1.020721
2005-04-28,1.020721
2005-04-29,1.0282040000000001
2005-04-30,1.0255459999999998
2005-05-01,1.03325
2005-05-02,1.0357969999999999
2005-05-03,1.037635
2005-05-04,1.038001
2005-05-05,1.038648
2005-05-06,1.034233
2005-05-07,1.034255
2005-05-08,1.0430469999999998
2005-05-09,1.043417
2005-05-10,1.054563
2005-05-11,1.056546
2005-05-12,1.056546
2005-05-13,1.051901
2005-05-14,1.047559
2005-05-15,1.049318
2005-05-16,1.053264
2005-05-17,1.056848
2005-05-18,1.05715
2005-05-19,1.056133
2005-05-20,1.050641
2005-05-21,1.0527090000000001
2005-05-22,1.066758
2005-05-23,1.075072
2005-05-24,1.073895
2005-05-25,1.074229
2005-05-26,1.074645
2005-05-27,1.071364
2005-05-28,1.0770520000000001
2005-05-29,1.083882
2005-05-30,1.089776
2005-05-31,1.09595
2005-06-01,1.093446
2005-06-02,1.096948
2005-06-03,1.096299
2005-06-04,1.087016
2005-06-05,1.077041
2005-06-06,1.0620450000000001
2005-06-07,1.072444
2005-06-08,1.076345
2005-06-09,1.06945
2005-06-10,1.0770520000000001
2005-06-11,1.07975
2005-06-12,1.068262
2005-06-13,1.068285
2005-06-14,1.056669
2005-06-15,1.057899
2005-06-16,1.0561450000000001
2005-06-17,1.060637
2005-06-18,1.057944
2005-06-19,1.0615940000000001
2005-06-20,1.064951
2005-06-21,1.070435
2005-06-22,1.0646229999999999
2005-06-23,1.066109
2005-06-24,1.051049
2005-06-25,1.054541
2005-06-26,1.05148
2005-06-27,1.061402
2005-06-28,1.069393
2005-06-29,1.071249
2005-06-30,1.071249
2005-07-01,1.0685360000000002
2005-07-02,1.0664959999999999
2005-07-03,1.0676
2005-07-04,1.066416
2005-07-05,1.075847
2005-07-06,1.0718459999999999
2005-07-07,1.071145
2005-07-08,1.071593
2005-07-09,1.072547
2005-07-10,1.062575
2005-07-11,1.063445
2005-07-12,1.053941
2005-07-13,1.056446
2005-07-14,1.053741
2005-07-15,1.056524
2005-07-16,1.070492
2005-07-17,1.055654
2005-07-18,1.052942
2005-07-19,1.059547
2005-07-20,1.0617510000000001
2005-07-21,1.0634
2005-07-22,1.057597
2005-07-23,1.057988
2005-07-24,1.062699
2005-07-25,1.047867
2005-07-26,1.052233
2005-07-27,1.052244
2005-07-28,1.0500450000000001
2005-07-29,1.042894
2005-07-30,1.051348
2005-07-31,1.066144
2005-08-01,1.071524
2005-08-02,1.077528
2005-08-03,1.07535
2005-08-04,1.077993
2005-08-05,1.073146
2005-08-06,1.0711
2005-08-07,1.068034
2005-08-08,1.0773540000000001
2005-08-09,1.073042
2005-08-10,1.075731
2005-08-11,1.072651
2005-08-12,1.065825
2005-08-13,1.0609520000000001
2005-08-14,1.0757079999999999
2005-08-15,1.0731110000000001
2005-08-16,1.064396
2005-08-17,1.0655299999999999
2005-08-18,1.0655299999999999
2005-08-19,1.059344
2005-08-20,1.0729959999999998
2005-08-21,1.074345
2005-08-22,1.0838700000000001
2005-08-23,1.085352
2005-08-24,1.085446
2005-08-25,1.0845989999999999
2005-08-26,1.086449
2005-08-27,1.096467
2005-08-28,1.102536
2005-08-29,1.101698
2005-08-30,1.099626
2005-08-31,1.10005
2005-09-01,1.099699
2005-09-02,1.0948950000000002
2005-09-03,1.079914
2005-09-04,1.074968
2005-09-05,1.052454
2005-09-06,1.050851
2005-09-07,1.037947
2005-09-08,1.037947
2005-09-09,1.031555
2005-09-10,1.014302
